Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Free & Cheap Apartment Decor: DIY vs. Buy,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/free-cheap-apartment-decor-diy-vs-buy-D.png,Budget Tips,,Which apartment decor projects actually save money and which ones cost more in time and materials than just buying? A Canadian renter's honest DIY vs. buy breakdown. Save this pin for later!,https://smallspacehome.ca/blog/free-cheap-apartment-decor-diy-vs-buy,2026-08-16T23:00:00,"cheap apartment decor, DIY apartment decor, apartment decor, Canada, budget decor"
17 Fridge & Pantry Organization Ideas for Small Kitchens,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/fridge-pantry-organization-small-apartment-D.png,Storage,,"Practical, renter-friendly fridge and pantry organization ideas for Canadian small-space apartments—no drilling, no mess, all effective. Save this pin for later!",https://smallspacehome.ca/blog/fridge-pantry-organization-small-apartment,2026-08-17T00:00:00,"apartment storage, Canada, small space, kitchen organization"
How to Decorate a Small Living Room,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/how-to-decorate-a-small-living-room-D.png,Decor,,"A step-by-step guide to decorating a small living room in a Canadian rental — layout, lighting, furniture scale, colour, and storage, in the right order. Save this pin for later!",https://smallspacehome.ca/blog/how-to-decorate-a-small-living-room,2026-08-17T01:00:00,"how to decorate a small space, decorating small spaces, living room decor, Canada, renter-friendly"
How to Make a Small Room Look Bigger,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/how-to-make-a-small-room-look-bigger-D.png,Decor,,"13 visual tricks that make any small room in a Canadian apartment look bigger — colour, mirrors, lighting, furniture, and layout. No renovation required. Save this pin for later!",https://smallspacehome.ca/blog/how-to-make-a-small-room-look-bigger,2026-08-17T02:00:00,"make a room look bigger, make room bigger, Canada, apartment tips, small space tricks"
15 IKEA Small Space Hacks for Apartments,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/ikea-small-space-hacks-D.png,Organization,,"15 IKEA small space hacks for Canadian apartments — furniture combos, storage tricks, and unexpected uses, with real CAD prices and what actually works. Save this pin for later!",https://smallspacehome.ca/blog/ikea-small-space-hacks,2026-08-17T03:00:00,"IKEA small apartment, IKEA apartment hacks, small space, Canada, apartment ideas"
January Reset: Apartment Organization,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/january-reset-organization-ideas-D.png,Organization,,"15 January reset organization ideas for small Canadian apartments — declutter, reset every room, and build systems that actually hold through the year. Save this pin for later!",https://smallspacehome.ca/blog/january-reset-organization-ideas,2026-08-17T23:00:00,"new year organization, reset apartment, organization, new year, declutter"
Minimalist Small Apartment Ideas for Renters,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/minimalist-small-apartment-ideas-D.png,Decor,,"Minimalist ideas for small Canadian rentals — how to declutter, edit, and design a space that feels calm, spacious, and intentional without overspending. Save this pin for later!",https://smallspacehome.ca/blog/minimalist-small-apartment-ideas,2026-08-18T00:00:00,"minimalist small apartment, minimal apartments, minimalism, Canada, small apartment"
10 Multifunctional Furniture Ideas for Small Rentals,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/multifunctional-furniture-small-apartment-D.png,Decor,,"Space-saving furniture ideas Canadian renters love—no drilling, full ROI, renter-friendly picks that work in any small apartment. Save this pin for later!",https://smallspacehome.ca/blog/multifunctional-furniture-small-apartment,2026-08-18T01:00:00,"multi-functional furniture small space, space saving furniture, small space furniture, Canada, small space"
15 Pet-Friendly Small Apartment Setup Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/pet-friendly-small-apartment-ideas-D.png,Organization,,"Practical, renter-approved pet setup ideas for small Canadian apartments—no drilling, no damage, all effective. Save this pin for later!",https://smallspacehome.ca/blog/pet-friendly-small-apartment-ideas,2026-08-18T02:00:00,"small space, Canada, renter hacks, apartment pets"
Quebec Moving Day Storage & Packing Guide for Renters,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/quebec-moving-day-storage-guide-D.png,Organization,,"Quebec's July 1 Moving Day floods Montreal with movers and boxes on one single date. Here's how to pack, store, and survive it as a renter — no drilling. Save this pin for later!",https://smallspacehome.ca/blog/quebec-moving-day-storage-guide,2026-08-18T03:00:00,"montreal renters, july 1 moving, moving day storage tips, apartment storage, packing tips"
Renter-Friendly Apartment Decor Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/renter-friendly-apartment-decor-ideas-D.png,Decor,,"Decorate your rental apartment without losing your deposit. These renter-friendly decor ideas use Command strips, removable wallpaper, and no-drill solutions. Save this pin for later!",https://smallspacehome.ca/blog/renter-friendly-apartment-decor-ideas,2026-08-18T23:00:00,"renter friendly apartment ideas, no-drill solutions, apartment decor, no-drill, removable wallpaper"
Renter-Friendly Bike Storage for Small Apartments,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/renter-friendly-bike-storage-small-apartments-D.png,Storage,,"No garage, no drilling, still no bike blocking your hallway. Renter-friendly bike storage for small Canadian apartments — wall hooks, floor stands, and balcony options. Save this pin for later!",https://smallspacehome.ca/blog/renter-friendly-bike-storage-small-apartments,2026-08-19T00:00:00,"renter-friendly, small apartment storage, no-drill storage, apartment organization, Canada"
15 Renter-Friendly Gallery Wall Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/renter-friendly-gallery-wall-ideas-D.png,Decor,,"15 no-nail, no-damage gallery wall ideas for Canadian apartment renters — fully reversible and deposit-safe. Save this pin for later!",https://smallspacehome.ca/blog/renter-friendly-gallery-wall-ideas,2026-08-19T01:00:00,"renter-friendly decor, Canada, small space, no damage decor"
Seasonal Storage for Off-Season Clothes & Gear,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/seasonal-storage-off-season-clothes-gear-D.png,Storage,,"Canadian closets have to hold two wardrobes at once. Here's the vacuum bag, garment bag, and rotation system that actually keeps winter and summer gear organized. Save this pin for later!",https://smallspacehome.ca/blog/seasonal-storage-off-season-clothes-gear,2026-08-19T02:00:00,"off season storage, closet rotation, small apartment storage, renter-friendly, Canada"
September Student Move-In Storage Setup Guide,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/september-student-move-in-storage-guide-D.png,Budget Tips,,"Moving into your first Canadian apartment this September? Here's the room-by-room storage checklist, real CAD prices, and where to buy cheap or secondhand. Save this pin for later!",https://smallspacehome.ca/blog/september-student-move-in-storage-guide,2026-08-19T03:00:00,"student apartment ideas, first apartment checklist, move-in checklist, Canada, storage on a budget"
Small Apartment Balcony Storage Ideas for Canadian Renters,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-balcony-storage-ideas-D.png,Storage,,"No-drill balcony storage ideas for small Canadian apartments — gravity bike racks, weatherproof deck boxes, railing planters, and what to bring in for winter. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-balcony-storage-ideas,2026-08-19T23:00:00,"small balcony ideas, small apartment storage, renter-friendly, Canada, no-drill"
Small Apartment Bathroom Storage Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-bathroom-storage-D.png,Storage,,"Where to buy bathroom storage that works in a small rental: 12 no-drill ideas with real CAD prices from Amazon.ca, IKEA, and HomeSense. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-bathroom-storage,2026-08-20T00:00:00,"small bathroom storage ideas for renters, small apartment bathroom, Canada, renter-friendly, apartment storage"
Small Apartment Beauty & Skincare Storage Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-beauty-skincare-storage-D.png,Organization,,"Organize skincare, makeup, and beauty products in a small Canadian apartment — acrylic organizers, drawer dividers, vanity trays, and an expiry decluttering routine. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-beauty-skincare-storage,2026-08-20T01:00:00,"makeup organization, beauty storage, small apartment, Canada, acrylic organizers"
Bedroom Storage Ideas for Apartments,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-bedroom-storage-ideas-D.png,Storage,,"13 bedroom storage ideas for small Canadian apartments — closet, under-bed, wall, and furniture storage solutions. All renter-friendly with real CAD prices. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-bedroom-storage-ideas,2026-08-20T02:00:00,"storage for small bedroom, small bedroom storage, small bedroom, Canada, closet organization"
15 Coffee & Cafe Corner Ideas for Small Apartments,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-coffee-corner-ideas-D.png,Decor,,"Small apartment coffee corner ideas that save space, avoid drilling, and look stylish—perfect for Toronto, Vancouver, and Montreal renters. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-coffee-corner-ideas,2026-08-20T03:00:00,"small space, Canada, renter-friendly, kitchen organization"
Small Apartment Home Gym Storage & Setup Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-home-gym-storage-setup-D.png,Storage,,"Build a real home gym in a small Canadian apartment. Folding equipment, storage ottomans, under-bed bins, and wall hooks that hide it all when you're done. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-home-gym-storage-setup,2026-08-20T23:00:00,"apartment gym, small space storage, workout equipment storage, Canada, renter-friendly"
Small Apartment Home Office Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-home-office-ideas-D.png,Decor,,"How to set up a home office in a small Canadian apartment — real desk picks, CAD prices, and renter-friendly ideas for working from home in tight spaces. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-home-office-ideas,2026-08-21T00:00:00,"apartment home office, home office ideas, small home office, home workspace, work from home"
Small Apartment Laundry Storage Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-laundry-storage-ideas-D.png,Storage,,"Small apartment laundry storage ideas for tight in-suite closets and shared building laundry rooms — no-drill, renter-friendly, with real Canadian prices. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-laundry-storage-ideas,2026-08-21T01:00:00,"laundry closet organization, small apartment, renter-friendly, in suite laundry, Canada"
Apartment Organization Under $100 CAD,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-organization-ideas-on-a-budget-D.png,Budget Tips,,"15 budget organization ideas for small Canadian apartments, all under $100 CAD — practical solutions from a Toronto renter, no pricey systems needed. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-organization-ideas-on-a-budget,2026-08-21T02:00:00,"budget organization ideas, cheap apartment organization, small apartment, Canada, under $100"
Small Apartment Organization Guide,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-organization-D.png,Organization,,"A complete room-by-room organization system for small Canadian apartments. Declutter first, then organize — realistic, renter-friendly, no permanent changes. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-organization,2026-08-21T03:00:00,"small apartment organization ideas, apartment organization system, organization, Canada, renter-friendly"
Small Apartment Pantry Organization on a Budget,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-pantry-organization-budget-D.png,Storage,,"Organize a small apartment pantry cupboard for under $40 CAD — Dollarama containers, reused jars, and shelf risers. A real Canadian renter's system. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-pantry-organization-budget,2026-08-21T23:00:00,"budget organization, Dollarama, small apartment, Canada, under $40"
Small Apartment Paperwork & Mail Organization Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-paperwork-mail-organization-D.png,Organization,,"Stop losing lease documents and bills in a 500 sq ft rental. A wall-mounted command centre, filing system, and shredding routine that actually fits Canadian apartments. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-paperwork-mail-organization,2026-08-22T00:00:00,"paperwork organization, small apartment organization, filing system, renter tips, Canada"
Small Apartment Pet Supply Organization Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-pet-supply-organization-D.png,Organization,,"Organize dog and cat supplies in a small Canadian apartment — food storage, leash hooks, litter concealment, and travel gear, all under $150 CAD. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-pet-supply-organization,2026-08-22T01:00:00,"small apartment pets, cat litter box furniture, dog gear storage, apartment organization, Canada"
12 Plant Corner Ideas for Small Canadian Apartments,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-plant-corner-ideas-D.png,Decor,,"Renter-friendly, low-light plant corner ideas for Toronto, Vancouver, and Montreal apartments under $50. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-plant-corner-ideas,2026-08-22T02:00:00,"small space plants, Canada, small space, low-light plants"
15 Small Apartment Reading Nook Ideas That Actually Fit,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-reading-nook-ideas-D.png,Decor,,"Comfy reading chair and reading nook ideas for small Canadian apartments — renter-friendly layouts, real CAD prices, and no permanent changes. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-reading-nook-ideas,2026-08-22T03:00:00,"reading nook small apartment, cozy reading corner, small space, Canada, apartment ideas"
Small Apartment Shoe Storage Ideas for Renters,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-shoe-storage-ideas-D.png,Storage,,"Renter-friendly shoe storage for small Canadian apartments — entryway racks, over-door organizers, and seasonal boot rotation. IKEA and Amazon.ca picks under $100 CAD. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-shoe-storage-ideas,2026-08-22T23:00:00,"entryway ideas, small apartment storage, renter-friendly, Canada, winter boots"
Small Apartment Storage Bins & Baskets Guide,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-apartment-storage-bins-baskets-guide-D.png,Storage,,"Which storage bins and baskets fit under-bed, closet shelves, and entryways in a small Canadian apartment — sizes, materials, IKEA picks, and CAD prices. Save this pin for later!",https://smallspacehome.ca/blog/small-apartment-storage-bins-baskets-guide,2026-08-23T00:00:00,"baskets, small apartment storage, IKEA storage, closet organization, Canada"
Small Bedroom Decor Ideas for Renters,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-bedroom-decor-ideas-D.png,Decor,,"Small bedroom decor ideas for Canadian renters — colour, lighting, furniture, and layout tricks that make any bedroom feel more spacious, on a budget. Save this pin for later!",https://smallspacehome.ca/blog/small-bedroom-decor-ideas,2026-08-23T01:00:00,"small bedroom ideas, bedroom decor small space, bedroom decor, Canada, renter-friendly"
Small Closet Organization Ideas for Rental Apartments,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-closet-organization-rental-apartment-D.png,Storage,,"No-drill closet organization for Canadian renters — slim hangers, over-door racks, and stackable bins that fit tiny apartment closets without losing your deposit. Save this pin for later!",https://smallspacehome.ca/blog/small-closet-organization-rental-apartment,2026-08-23T02:00:00,"closet organization ideas, small closet storage, small closet, renter-friendly, Canada"
Small Entryway & Hallway Storage Ideas for Apartments,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-entryway-hallway-storage-ideas-D.png,Storage,,"No-drill entryway storage ideas for small Canadian rentals: freestanding shoe racks, tension-rod coat racks, drop zones, and slim console tables. Save this pin for later!",https://smallspacehome.ca/blog/small-entryway-hallway-storage-ideas,2026-08-23T03:00:00,"entryway organization, small hallway storage, hallway storage, renter-friendly, Canada"
Small Living Room Storage: Furniture That Hides Clutter,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-living-room-storage-solutions-D.png,Storage,,"Small living room storage ideas that use furniture, not walls — storage ottomans, coffee tables with shelves, and TV consoles that hide the clutter. Save this pin for later!",https://smallspacehome.ca/blog/small-living-room-storage-solutions,2026-08-23T23:00:00,"living room storage ideas, hidden storage furniture small apartment, ottoman storage small living room, renter-friendly, Canada"
14 Small Space Decorating Rules for Renters,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-space-decorating-D.png,Decor,,"14 small space decorating rules for Canadian renters — principles that work in any room to make compact spaces feel larger, lighter, and more livable. Save this pin for later!",https://smallspacehome.ca/blog/small-space-decorating,2026-08-24T00:00:00,"small space decorating ideas, decorating tips small apartment, apartment decor, Canada, renter-friendly"
Small Space Furniture for Apartments,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-space-furniture-D.png,Decor,,"Small space furniture for Canadian apartment renters — what to buy, skip, and exact CAD prices from IKEA, Wayfair, and Amazon Canada. Save this pin for later!",https://smallspacehome.ca/blog/small-space-furniture,2026-08-24T01:00:00,"space saving furniture, apartment size furniture, furniture for small spaces, apartment furniture, Canada"
14 Small Kitchen Organization Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-space-kitchen-organization-D.png,Organization,,"14 kitchen organization ideas for small Canadian apartments — pantry, counters, cabinets, and drawers. Renter-friendly, with real CAD prices. Save this pin for later!",https://smallspacehome.ca/blog/small-space-kitchen-organization,2026-08-24T02:00:00,"small kitchen storage ideas, small kitchen storage solutions, small kitchen, Canada, apartment kitchen"
15 Small Space Living Room Ideas,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/small-space-living-room-ideas-D.png,Decor,,"15 practical small living room ideas tested in a real Canadian apartment — renter-friendly, budget-conscious, and built for tight square footage. Save this pin for later!",https://smallspacehome.ca/blog/small-space-living-room-ideas,2026-08-24T03:00:00,"small space living, small living room ideas, living room decor small space, apartment decor, small space ideas"
Spring Cleaning Tips for Apartments,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/ff67a221c879b52cbdadba9d66a4a43c5a6ecca1/pinterest-pins/template-def-2026-08-12/spring-cleaning-organization-tips-D.png,Organization,,"Spring cleaning and organization guide for Canadian renters — a room-by-room checklist, declutter strategies, and storage updates for a fresh start. Save this pin for later!",https://smallspacehome.ca/blog/spring-cleaning-organization-tips,2026-08-24T23:00:00,"spring cleaning checklist, spring organization apartment, organization, Canada, declutter"
